sample_id	date	precision	imputed_date	lower50_date	upper50_date	lower95_date	upper95_date
G5109	2014-XX-XX	imprecise	2014-08-24	2014-08-14	2014-09-03	2014-07-30	2014-09-28
G5112	2014-XX-XX	imprecise	2014-08-24	2014-08-15	2014-09-04	2014-07-30	2014-09-28
G5114	2014-XX-XX	imprecise	2014-08-24	2014-08-15	2014-09-04	2014-07-30	2014-09-29
G5115	2014-XX-XX	imprecise	2014-08-24	2014-08-15	2014-09-04	2014-07-30	2014-09-29
G5117	2014-XX-XX	imprecise	2014-08-24	2014-08-15	2014-09-04	2014-07-31	2014-09-29
G5118	2014-XX-XX	imprecise	2014-08-25	2014-08-15	2014-09-04	2014-07-31	2014-09-29
G5119	2014-XX-XX	imprecise	2014-08-25	2014-08-15	2014-09-04	2014-07-31	2014-09-29
G5125	2014-XX-XX	imprecise	2014-08-25	2014-08-16	2014-09-05	2014-07-31	2014-09-30
G5134-5	2014-XX-XX	imprecise	2014-08-26	2014-08-16	2014-09-06	2014-08-01	2014-10-01
G5178-4	2014-XX-XX	imprecise	2014-08-30	2014-08-20	2014-09-10	2014-08-03	2014-10-07
G5212	2014-XX-XX	imprecise	2014-09-02	2014-08-22	2014-09-14	2014-08-05	2014-10-11
G5221	2014-XX-XX	imprecise	2014-09-03	2014-08-23	2014-09-15	2014-08-06	2014-10-12
G5223	2014-XX-XX	imprecise	2014-09-03	2014-08-23	2014-09-15	2014-08-06	2014-10-13
G5226-3	2014-XX-XX	imprecise	2014-09-03	2014-08-24	2014-09-15	2014-08-06	2014-10-13
G5231-2	2014-XX-XX	imprecise	2014-09-04	2014-08-24	2014-09-16	2014-08-07	2014-10-14
G5236-2	2014-XX-XX	imprecise	2014-09-04	2014-08-25	2014-09-16	2014-08-07	2014-10-14
G5237	2014-08-30	precise	2014-08-30	2014-08-30	2014-08-30	2014-08-30	2014-08-30
G5238	2014-08-30	precise	2014-08-30	2014-08-30	2014-08-30	2014-08-30	2014-08-30
G5242	2014-08-30	precise	2014-08-30	2014-08-30	2014-08-30	2014-08-30	2014-08-30
G5244	2014-08-30	precise	2014-08-30	2014-08-30	2014-08-30	2014-08-30	2014-08-30
G5261	2014-XX-XX	imprecise	2014-09-07	2014-08-27	2014-09-19	2014-08-09	2014-10-18
G5265-2	2014-XX-XX	imprecise	2014-09-07	2014-08-27	2014-09-20	2014-08-09	2014-10-18
G5289	2014-08-30	precise	2014-08-30	2014-08-30	2014-08-30	2014-08-30	2014-08-30
G5295	2014-08-30	precise	2014-08-30	2014-08-30	2014-08-30	2014-08-30	2014-08-30
G5296	2014-XX-XX	imprecise	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX
G5296	2014-XX-XX	imprecise	2014-09-10	2014-08-30	2014-09-23	2014-08-11	2014-10-23
G5301-3	2014-XX-XX	imprecise	2014-09-11	2014-08-30	2014-09-24	2014-08-12	2014-10-24
G5304	2014-08-30	precise	2014-08-30	2014-08-30	2014-08-30	2014-08-30	2014-08-30
G5305	2014-XX-XX	imprecise	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX
G5305	2014-XX-XX	imprecise	2014-09-11	2014-08-31	2014-09-24	2014-08-12	2014-10-24
G5320	2014-XX-XX	imprecise	2014-09-13	2014-09-01	2014-09-26	2014-08-13	2014-10-26
G5361	2014-XX-XX	imprecise	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX
G5361	2014-XX-XX	imprecise	2014-09-17	2014-09-05	2014-10-01	2014-08-16	2014-11-02
G5364	2014-XX-XX	imprecise	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX
G5364	2014-XX-XX	imprecise	2014-09-17	2014-09-05	2014-10-01	2014-08-16	2014-11-02
G5370	2014-XX-XX	imprecise	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX
G5370	2014-XX-XX	imprecise	2014-09-18	2014-09-06	2014-10-02	2014-08-17	2014-11-03
G5371	2014-XX-XX	imprecise	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX
G5371	2014-XX-XX	imprecise	2014-09-18	2014-09-06	2014-10-02	2014-08-17	2014-11-03
G5375	2014-XX-XX	imprecise	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX	2014-XX-XX
G5375	2014-XX-XX	imprecise	2014-09-19	2014-09-06	2014-10-03	2014-08-17	2014-11-04
G5380-3	2014-XX-XX	imprecise	2014-09-19	2014-09-07	2014-10-03	2014-08-17	2014-11-05
G5382-2	2014-XX-XX	imprecise	2014-09-19	2014-09-07	2014-10-04	2014-08-18	2014-11-05
G5384-2	2014-XX-XX	imprecise	2014-09-20	2014-09-07	2014-10-04	2014-08-18	2014-11-05
G5386-2	2014-XX-XX	imprecise	2014-09-20	2014-09-07	2014-10-04	2014-08-18	2014-11-06
G5387-2	2014-XX-XX	imprecise	2014-09-20	2014-09-07	2014-10-04	2014-08-18	2014-11-06
G5412-2	2014-XX-XX	imprecise	2014-09-23	2014-09-10	2014-10-07	2014-08-20	2014-11-10
G5431-2	2014-XX-XX	imprecise	2014-09-25	2014-09-12	2014-10-10	2014-08-22	2014-11-13
G5434-2	2014-XX-XX	imprecise	2014-09-25	2014-09-12	2014-10-10	2014-08-22	2014-11-14
G5435-2	2014-XX-XX	imprecise	2014-09-26	2014-09-12	2014-10-11	2014-08-22	2014-11-14
G5462-2	2014-XX-XX	imprecise	2014-09-29	2014-09-15	2014-10-14	2014-08-24	2014-11-18
G5466-2	2014-XX-XX	imprecise	2014-09-29	2014-09-16	2014-10-15	2014-08-24	2014-11-19
G5468-2	2014-XX-XX	imprecise	2014-09-29	2014-09-16	2014-10-15	2014-08-25	2014-11-20
G5487-2	2014-XX-XX	imprecise	2014-10-02	2014-09-18	2014-10-18	2014-08-26	2014-11-23
G5500-2	2014-XX-XX	imprecise	2014-10-03	2014-09-19	2014-10-19	2014-08-27	2014-11-25
G5502	2014-XX-XX	imprecise	2014-10-04	2014-09-19	2014-10-20	2014-08-28	2014-11-26
G5510	2014-XX-XX	imprecise	2014-10-05	2014-09-20	2014-10-21	2014-08-28	2014-11-27
G5516	2014-XX-XX	imprecise	2014-10-05	2014-09-21	2014-10-22	2014-08-29	2014-11-28
G5520	2014-XX-XX	imprecise	2014-10-06	2014-09-21	2014-10-22	2014-08-29	2014-11-29
G5522	2014-XX-XX	imprecise	2014-10-06	2014-09-22	2014-10-23	2014-08-29	2014-11-29
G5527	2014-XX-XX	imprecise	2014-10-07	2014-09-22	2014-10-23	2014-08-30	2014-11-30
G5528	2014-XX-XX	imprecise	2014-10-07	2014-09-22	2014-10-23	2014-08-30	2014-11-30
G5529	2014-XX-XX	imprecise	2014-10-07	2014-09-22	2014-10-24	2014-08-30	2014-12-01
G5532	2014-XX-XX	imprecise	2014-10-08	2014-09-23	2014-10-24	2014-08-30	2014-12-01
G5533	2014-XX-XX	imprecise	2014-10-08	2014-09-23	2014-10-24	2014-08-30	2014-12-01
G5565	2014-XX-XX	imprecise	2014-10-12	2014-09-27	2014-10-29	2014-09-02	2014-12-07
G5566	2014-XX-XX	imprecise	2014-10-12	2014-09-27	2014-10-29	2014-09-02	2014-12-08
G5568	2014-XX-XX	imprecise	2014-10-12	2014-09-27	2014-10-29	2014-09-02	2014-12-08
G5568-2	2014-09-22	precise	2014-09-22	2014-09-22	2014-09-22	2014-09-22	2014-09-22
G5570	2014-XX-XX	imprecise	2014-10-13	2014-09-27	2014-10-30	2014-09-03	2014-12-08
G5571	2014-XX-XX	imprecise	2014-10-13	2014-09-27	2014-10-30	2014-09-03	2014-12-09
G5577	2014-XX-XX	imprecise	2014-10-13	2014-09-28	2014-10-31	2014-09-03	2014-12-10
G5579	2014-XX-XX	imprecise	2014-10-14	2014-09-28	2014-10-31	2014-09-03	2014-12-10
G5584	2014-XX-XX	imprecise	2014-10-14	2014-09-29	2014-11-01	2014-09-04	2014-12-11
G5585	2014-XX-XX	imprecise	2014-10-15	2014-09-29	2014-11-01	2014-09-04	2014-12-11
G5590	2014-XX-XX	imprecise	2014-10-15	2014-09-30	2014-11-02	2014-09-05	2014-12-12
G5603	2014-XX-XX	imprecise	2014-10-17	2014-10-01	2014-11-04	2014-09-06	2014-12-15
G5613	2014-XX-XX	imprecise	2014-10-18	2014-10-02	2014-11-06	2014-09-07	2014-12-17
G5614	2014-XX-XX	imprecise	2014-10-19	2014-10-03	2014-11-06	2014-09-07	2014-12-17
G5615	2014-XX-XX	imprecise	2014-10-19	2014-10-03	2014-11-06	2014-09-07	2014-12-17
G5617	2014-XX-XX	imprecise	2014-10-19	2014-10-03	2014-11-06	2014-09-07	2014-12-18
G5619	2014-XX-XX	imprecise	2014-10-19	2014-10-03	2014-11-06	2014-09-07	2014-12-18
G5620	2014-XX-XX	imprecise	2014-10-19	2014-10-03	2014-11-07	2014-09-07	2014-12-18
G5621	2014-XX-XX	imprecise	2014-10-20	2014-10-03	2014-11-07	2014-09-08	2014-12-19
G5627	2014-XX-XX	imprecise	2014-10-20	2014-10-04	2014-11-08	2014-09-08	2014-12-20
G5630-2	2014-XX-XX	imprecise	2014-10-21	2014-10-05	2014-11-08	2014-09-08	2014-12-20
G5631	2014-XX-XX	imprecise	2014-10-21	2014-10-05	2014-11-08	2014-09-09	2014-12-21
G5634	2014-XX-XX	imprecise	2014-10-21	2014-10-05	2014-11-09	2014-09-09	2014-12-21
G5638	2014-XX-XX	imprecise	2014-10-22	2014-10-06	2014-11-10	2014-09-09	2014-12-22
G5639	2014-XX-XX	imprecise	2014-10-22	2014-10-06	2014-11-10	2014-09-09	2014-12-22
G5640	2014-XX-XX	imprecise	2014-10-22	2014-10-06	2014-11-10	2014-09-09	2014-12-22
G5643	2014-XX-XX	imprecise	2014-10-23	2014-10-06	2014-11-10	2014-09-10	2014-12-23
G5644	2014-XX-XX	imprecise	2014-10-23	2014-10-06	2014-11-11	2014-09-10	2014-12-23
G5647	2014-XX-XX	imprecise	2014-10-23	2014-10-07	2014-11-11	2014-09-10	2014-12-24
G5649	2014-XX-XX	imprecise	2014-10-24	2014-10-07	2014-11-11	2014-09-10	2014-12-24
G5650	2014-XX-XX	imprecise	2014-10-24	2014-10-07	2014-11-12	2014-09-10	2014-12-25
G5659	2014-XX-XX	imprecise	2014-10-25	2014-10-08	2014-11-13	2014-09-11	2014-12-26
G5661	2014-XX-XX	imprecise	2014-10-25	2014-10-09	2014-11-13	2014-09-12	2014-12-27
G5675	2014-XX-XX	imprecise	2014-10-27	2014-10-10	2014-11-16	2014-09-13	2014-12-30
G5684	2014-XX-XX	imprecise	2014-10-29	2014-10-12	2014-11-17	2014-09-14	2015-01-01
G5685	2014-XX-XX	imprecise	2014-10-29	2014-10-12	2014-11-17	2014-09-14	2015-01-01
G5686	2014-XX-XX	imprecise	2014-10-29	2014-10-12	2014-11-18	2014-09-14	2015-01-01
G5687	2014-XX-XX	imprecise	2014-10-29	2014-10-12	2014-11-18	2014-09-14	2015-01-02
G5689	2014-XX-XX	imprecise	2014-10-30	2014-10-12	2014-11-18	2014-09-14	2015-01-02
G5690	2014-XX-XX	imprecise	2014-10-30	2014-10-12	2014-11-18	2014-09-15	2015-01-02
G5691	2014-XX-XX	imprecise	2014-10-30	2014-10-13	2014-11-18	2014-09-15	2015-01-02
G5693	2014-XX-XX	imprecise	2014-10-30	2014-10-13	2014-11-19	2014-09-15	2015-01-03
G5699	2014-XX-XX	imprecise	2014-10-31	2014-10-14	2014-11-20	2014-09-15	2015-01-04
G5700-2	2014-XX-XX	imprecise	2014-10-31	2014-10-14	2014-11-20	2014-09-16	2015-01-04
G5723	2014-XX-XX	imprecise	2014-11-04	2014-10-17	2014-11-24	2014-09-18	2015-01-10
G5731	2014-XX-XX	imprecise	2014-11-05	2014-10-18	2014-11-26	2014-09-19	2015-01-11
G5732	2014-XX-XX	imprecise	2014-11-05	2014-10-18	2014-11-26	2014-09-19	2015-01-12
G5735	2014-XX-XX	imprecise	2014-11-06	2014-10-19	2014-11-26	2014-09-19	2015-01-12
G5737	2014-XX-XX	imprecise	2014-11-06	2014-10-19	2014-11-27	2014-09-20	2015-01-13
G5738	2014-XX-XX	imprecise	2014-11-06	2014-10-19	2014-11-27	2014-09-20	2015-01-13
G5739-2	2014-XX-XX	imprecise	2014-11-06	2014-10-19	2014-11-27	2014-09-20	2015-01-13
G5740	2014-XX-XX	imprecise	2014-11-07	2014-10-19	2014-11-27	2014-09-20	2015-01-13
G5743	2014-XX-XX	imprecise	2014-11-07	2014-10-20	2014-11-28	2014-09-20	2015-01-14
G5748	2014-XX-XX	imprecise	2014-11-08	2014-10-20	2014-11-29	2014-09-21	2015-01-15
G5749	2014-XX-XX	imprecise	2014-11-08	2014-10-21	2014-11-29	2014-09-21	2015-01-16
G5756	2014-XX-XX	imprecise	2014-11-09	2014-10-22	2014-11-30	2014-09-22	2015-01-17
G5759	2014-XX-XX	imprecise	2014-11-10	2014-10-22	2014-12-01	2014-09-22	2015-01-18
G5760	2014-XX-XX	imprecise	2014-11-10	2014-10-22	2014-12-01	2014-09-22	2015-01-18
G5762	2014-XX-XX	imprecise	2014-11-10	2014-10-22	2014-12-01	2014-09-22	2015-01-19
G5763	2014-XX-XX	imprecise	2014-11-10	2014-10-23	2014-12-01	2014-09-22	2015-01-19
G5764	2014-XX-XX	imprecise	2014-11-10	2014-10-23	2014-12-02	2014-09-23	2015-01-19
G5765	2014-XX-XX	imprecise	2014-11-11	2014-10-23	2014-12-02	2014-09-23	2015-01-19
G5767	2014-XX-XX	imprecise	2014-11-11	2014-10-23	2014-12-02	2014-09-23	2015-01-20
G5768	2014-XX-XX	imprecise	2014-11-11	2014-10-23	2014-12-02	2014-09-23	2015-01-20
G5784	2014-XX-XX	imprecise	2014-11-14	2014-10-26	2014-12-05	2014-09-25	2015-01-24
G5785	2014-XX-XX	imprecise	2014-11-14	2014-10-26	2014-12-05	2014-09-25	2015-01-24
G5786	2014-XX-XX	imprecise	2014-11-14	2014-10-26	2014-12-06	2014-09-25	2015-01-24
G5787	2014-XX-XX	imprecise	2014-11-14	2014-10-26	2014-12-06	2014-09-25	2015-01-25
G5788	2014-XX-XX	imprecise	2014-11-14	2014-10-26	2014-12-06	2014-09-25	2015-01-25
G5790	2014-XX-XX	imprecise	2014-11-15	2014-10-26	2014-12-06	2014-09-26	2015-01-25
G5796	2014-XX-XX	imprecise	2014-11-16	2014-10-27	2014-12-08	2014-09-26	2015-01-27
G5797	2014-XX-XX	imprecise	2014-11-16	2014-10-28	2014-12-08	2014-09-26	2015-01-27
G5816	2014-XX-XX	imprecise	2014-11-19	2014-10-30	2014-12-11	2014-09-29	2015-02-01
G5817	2014-XX-XX	imprecise	2014-11-19	2014-10-31	2014-12-12	2014-09-29	2015-02-01
G5821	2014-XX-XX	imprecise	2014-11-20	2014-10-31	2014-12-12	2014-09-29	2015-02-02
G5840	2014-XX-XX	imprecise	2014-11-23	2014-11-03	2014-12-16	2014-10-02	2015-02-07
G5844	2014-XX-XX	imprecise	2014-11-24	2014-11-04	2014-12-17	2014-10-02	2015-02-08
G5846	2014-XX-XX	imprecise	2014-11-24	2014-11-04	2014-12-17	2014-10-02	2015-02-08
G5849	2014-XX-XX	imprecise	2014-11-25	2014-11-04	2014-12-18	2014-10-03	2015-02-09
G5851	2014-XX-XX	imprecise	2014-11-25	2014-11-05	2014-12-18	2014-10-03	2015-02-10
G5853	2014-XX-XX	imprecise	2014-11-26	2014-11-05	2014-12-19	2014-10-03	2015-02-10
G5855	2014-XX-XX	imprecise	2014-11-26	2014-11-05	2014-12-19	2014-10-03	2015-02-11
G5867-2	2014-XX-XX	imprecise	2014-11-28	2014-11-07	2014-12-22	2014-10-05	2015-02-14
G5868	2014-XX-XX	imprecise	2014-11-28	2014-11-07	2014-12-22	2014-10-05	2015-02-14
G5879	2014-XX-XX	imprecise	2014-11-30	2014-11-09	2014-12-24	2014-10-06	2015-02-17
G5880	2014-XX-XX	imprecise	2014-12-01	2014-11-09	2014-12-24	2014-10-06	2015-02-17
G5881	2014-XX-XX	imprecise	2014-12-01	2014-11-10	2014-12-25	2014-10-07	2015-02-18
G5894	2014-XX-XX	imprecise	2014-12-03	2014-11-12	2014-12-27	2014-10-08	2015-02-21
G5896	2014-XX-XX	imprecise	2014-12-04	2014-11-12	2014-12-28	2014-10-09	2015-02-22
G5897	2014-XX-XX	imprecise	2014-12-04	2014-11-12	2014-12-28	2014-10-09	2015-02-22
G5898	2014-XX-XX	imprecise	2014-12-04	2014-11-12	2014-12-28	2014-10-09	2015-02-22
G5908	2014-XX-XX	imprecise	2014-12-06	2014-11-14	2014-12-30	2014-10-10	2015-02-25
G5932	2014-XX-XX	imprecise	2014-12-10	2014-11-18	2015-01-05	2014-10-13	2015-03-04
G5935	2014-XX-XX	imprecise	2014-12-11	2014-11-19	2015-01-05	2014-10-14	2015-03-04
G5948	2014-XX-XX	imprecise	2014-12-14	2014-11-21	2015-01-08	2014-10-15	2015-03-08
G5950	2014-XX-XX	imprecise	2014-12-14	2014-11-21	2015-01-09	2014-10-16	2015-03-09
G5956	2014-XX-XX	imprecise	2014-12-15	2014-11-22	2015-01-10	2014-10-16	2015-03-11
G5977	2014-XX-XX	imprecise	2014-12-19	2014-11-26	2015-01-15	2014-10-19	2015-03-17
G5980	2014-XX-XX	imprecise	2014-12-20	2014-11-26	2015-01-15	2014-10-20	2015-03-18
G5981	2014-XX-XX	imprecise	2014-12-20	2014-11-27	2015-01-16	2014-10-20	2015-03-18
G5982	2014-XX-XX	imprecise	2014-12-20	2014-11-27	2015-01-16	2014-10-20	2015-03-18
G5983	2014-XX-XX	imprecise	2014-12-21	2014-11-27	2015-01-16	2014-10-20	2015-03-18
G5985	2014-XX-XX	imprecise	2014-12-21	2014-11-27	2015-01-17	2014-10-20	2015-03-19
G5986	2014-XX-XX	imprecise	2014-12-21	2014-11-28	2015-01-17	2014-10-21	2015-03-19
G5988	2014-XX-XX	imprecise	2014-12-22	2014-11-28	2015-01-17	2014-10-21	2015-03-20
G5992	2014-XX-XX	imprecise	2014-12-22	2014-11-29	2015-01-18	2014-10-21	2015-03-21
G5996	2014-XX-XX	imprecise	2014-12-23	2014-11-29	2015-01-19	2014-10-22	2015-03-22
G5997	2014-XX-XX	imprecise	2014-12-23	2014-11-30	2015-01-19	2014-10-22	2015-03-23
G5998	2014-XX-XX	imprecise	2014-12-24	2014-11-30	2015-01-20	2014-10-22	2015-03-23
G5999	2014-XX-XX	imprecise	2014-12-24	2014-11-30	2015-01-20	2014-10-22	2015-03-23
G6001	2014-XX-XX	imprecise	2014-12-24	2014-11-30	2015-01-20	2014-10-23	2015-03-24
G6002	2014-XX-XX	imprecise	2014-12-24	2014-11-30	2015-01-21	2014-10-23	2015-03-24
G6012	2014-XX-XX	imprecise	2014-12-27	2014-12-02	2015-01-23	2014-10-24	2015-03-27
G6013	2014-XX-XX	imprecise	2014-12-27	2014-12-02	2015-01-23	2014-10-24	2015-03-28
G6014	2014-XX-XX	imprecise	2014-12-27	2014-12-03	2015-01-23	2014-10-25	2015-03-28
G6020	2014-XX-XX	imprecise	2014-12-28	2014-12-04	2015-01-25	2014-10-25	2015-03-30
G6050	2014-XX-XX	imprecise	2015-01-04	2014-12-09	2015-02-01	2014-10-30	2015-04-08
G6060	2014-XX-XX	imprecise	2015-01-06	2014-12-11	2015-02-04	2014-10-31	2015-04-11
G6062	2014-XX-XX	imprecise	2015-01-06	2014-12-12	2015-02-04	2014-11-01	2015-04-12
G6063	2014-XX-XX	imprecise	2015-01-07	2014-12-12	2015-02-05	2014-11-01	2015-04-12
G6068	2014-XX-XX	imprecise	2015-01-08	2014-12-13	2015-02-06	2014-11-02	2015-04-14
G6069	2014-XX-XX	imprecise	2015-01-08	2014-12-13	2015-02-06	2014-11-02	2015-04-14
G6089	2014-XX-XX	imprecise	2015-01-12	2014-12-17	2015-02-11	2014-11-05	2015-04-21
G6091	2014-XX-XX	imprecise	2015-01-13	2014-12-17	2015-02-12	2014-11-05	2015-04-21
G6094	2014-XX-XX	imprecise	2015-01-14	2014-12-18	2015-02-12	2014-11-06	2015-04-22
G6095	2014-XX-XX	imprecise	2015-01-14	2014-12-18	2015-02-13	2014-11-06	2015-04-23
G6103	2014-XX-XX	imprecise	2015-01-16	2014-12-20	2015-02-15	2014-11-07	2015-04-25
G6104	2014-XX-XX	imprecise	2015-01-16	2014-12-20	2015-02-15	2014-11-07	2015-04-26
